supplier_id,tier,country,country_risk_level,region,production_capacity_units_month,capacity_utilization_pct,gmp_status,fda_approved,cold_chain_capable,avg_lead_time_days,lead_time_volatility_days,historical_delay_frequency_pct,batch_cycle_time_days,batch_failure_rate_pct,financial_health_score,upstream_dependency_known,dependency_pct,is_sole_source,num_approved_alternates,contract_duration_months,geographic_concentration_pct,news_sentiment_score,port_congestion_risk,weather_risk_score,geopolitical_tension_score,active_disruption_signal,cold_chain_route_mismatch,compliance_violation_flag,composite_risk_score,risk_classification
SUP-0980,3,Switzerland,0.03,Europe,34734,0.48,True,True,True,78,1.5,0.08,15,0.04,0.58,False,0.58,False,5,36,0.88,-0.58,0.14,0.57,0.08,True,False,False,37.0,moderate
SUP-0981,3,Germany,0.2,Europe,49947,0.66,True,True,False,46,7.6,0.28,30,0.05,0.31,False,0.26,False,2,6,0.9,-0.35,0.38,0.4,0.34,True,False,False,50.85,high
SUP-0982,1,China,0.71,Asia,145616,0.55,False,False,True,27,6.6,0.23,21,0.09,0.23,False,0.74,False,3,6,0.7,-0.24,0.79,0.45,0.71,False,False,True,75.8,critical
SUP-0983,2,Mexico,0.61,Americas,135722,0.66,False,False,True,45,15.8,0.69,27,0.3,0.67,True,0.32,False,2,24,0.65,-0.48,0.38,0.63,0.33,True,False,False,50.35,high
SUP-0984,1,Brazil,0.51,Americas,472305,0.69,True,True,False,7,4.2,0.3,19,0.08,0.65,False,0.32,False,2,3,0.39,0.36,0.31,0.77,0.34,False,True,False,55.05,high
SUP-0985,1,Japan,0.06,Asia,309231,0.74,False,False,True,10,1.8,0.17,8,0.1,0.6,True,0.4,False,1,36,0.68,0.18,0.63,0.11,0.37,False,False,True,27.25,moderate
SUP-0986,3,Singapore,0.14,Asia,37087,0.99,True,True,False,35,0.5,0.02,24,0.01,0.9,True,0.47,False,3,12,0.88,-0.59,0.68,0.63,0.11,True,True,False,27.95,moderate
SUP-0987,1,Germany,0.08,Europe,194020,0.92,True,True,False,23,2.3,0.08,27,0.04,0.33,True,0.66,False,3,6,0.35,0.45,0.07,0.21,0.24,False,False,False,12.5,low
SUP-0988,2,UK,0.16,Europe,92676,0.53,True,True,False,26,2.1,0.09,17,0.02,0.52,False,0.43,False,3,18,0.87,0.22,0.29,0.05,0.21,False,False,False,31.8,moderate
SUP-0989,3,Germany,0.17,Europe,47396,0.83,True,True,True,51,2.3,0.09,12,0.05,0.21,False,0.34,False,4,18,0.18,0.67,0.29,0.56,0.24,False,False,False,34.95,moderate
SUP-0990,1,Japan,0.09,Asia,436297,0.64,False,False,False,11,0.8,0.08,28,0.03,0.98,True,0.99,True,0,36,0.49,0.42,0.86,0.8,0.49,False,False,False,25.65,moderate
SUP-0991,3,Switzerland,0.07,Europe,21715,0.59,True,True,False,70,2.1,0.15,18,0.07,0.75,True,0.7,False,3,18,0.6,-0.24,0.23,0.59,0.18,True,True,False,26.6,moderate
SUP-0992,3,South Korea,0.22,Asia,25199,0.48,True,True,False,65,4.4,0.36,16,0.16,0.27,False,0.83,False,2,36,0.16,-0.28,0.77,0.18,0.46,True,False,False,52.6,high
SUP-0993,1,India,0.39,Asia,136979,0.53,True,True,False,19,2.5,0.23,22,0.1,0.78,True,0.28,False,5,36,0.59,0.57,0.65,0.48,0.39,False,False,False,18.85,low
SUP-0994,2,Mexico,0.6,Americas,105167,0.85,True,True,False,50,7.4,0.68,3,0.29,0.5,True,0.29,False,5,12,0.22,0.27,0.32,0.71,0.35,False,True,False,51.0,high
SUP-0995,3,China,0.68,Asia,24122,0.76,True,True,True,79,8.5,0.32,29,0.12,0.28,False,0.9,True,0,18,0.53,-0.06,0.54,0.28,0.59,False,False,False,75.7,critical
SUP-0996,2,India,0.49,Asia,133059,0.53,False,False,True,18,10.0,0.41,24,0.09,0.2,True,0.87,False,3,6,0.82,0.13,0.56,0.2,0.27,False,False,True,50.85,high
SUP-0997,1,Singapore,0.33,Asia,268937,0.66,False,False,False,24,7.1,0.38,15,0.05,0.2,False,0.7,True,0,18,0.31,-0.26,0.78,0.7,0.68,False,False,False,76.15,critical
SUP-0998,1,China,0.76,Asia,427680,0.92,True,True,False,26,5.1,0.46,16,0.16,0.57,True,0.34,False,1,6,0.59,0.31,0.78,0.8,0.74,False,True,False,51.9,high
SUP-0999,3,UK,0.37,Europe,25326,1.0,True,True,True,82,3.4,0.35,26,0.04,0.2,False,0.25,False,3,24,0.18,0.15,0.54,0.73,0.15,False,False,False,51.7,high
SUP-1000,1,Brazil,0.5,Americas,148850,1.0,False,False,True,18,11.8,0.59,19,0.17,0.66,True,0.12,False,3,3,0.2,0.53,0.17,0.07,0.28,False,False,False,30.1,moderate
SUP-1001,3,Germany,0.08,Europe,56310,0.46,True,True,False,60,0.7,0.03,4,0.02,0.89,False,0.17,False,5,12,0.15,0.14,0.07,0.21,0.18,False,False,False,23.1,low
SUP-1002,1,India,0.56,Asia,164004,0.61,False,False,True,17,17.0,0.62,20,0.27,0.4,True,0.47,False,1,6,0.69,0.0,0.56,0.72,0.65,False,False,False,50.75,high
SUP-1003,3,Japan,0.11,Asia,19585,0.76,True,True,False,67,1.3,0.11,21,0.04,0.33,True,0.54,False,1,36,0.35,0.19,0.58,0.28,0.24,False,False,False,18.7,low
SUP-1004,1,South Korea,0.29,Asia,497493,1.0,False,False,False,21,3.2,0.27,30,0.03,0.77,False,0.93,True,0,18,0.33,-0.42,0.7,0.8,0.65,True,False,True,76.2,critical
SUP-1005,3,China,0.65,Asia,24704,0.88,False,False,True,76,8.1,0.29,26,0.13,0.72,False,0.5,False,3,3,0.66,-0.07,0.56,0.41,0.75,False,False,False,54.35,high
SUP-1006,3,USA,0.14,Americas,14934,0.85,True,True,False,41,5.2,0.18,4,0.06,0.59,False,0.26,False,2,3,0.12,0.25,0.1,0.35,0.11,False,False,False,33.45,moderate
SUP-1007,3,China,0.95,Asia,25404,0.92,False,False,True,63,19.2,0.67,6,0.16,0.46,False,0.2,False,3,12,0.77,0.41,0.64,0.77,0.9,False,False,False,75.55,critical
SUP-1008,2,China,0.78,Asia,123495,0.94,False,False,False,24,6.9,0.59,11,0.11,0.21,True,0.54,True,0,18,0.73,-0.9,0.76,0.37,0.71,True,False,False,75.9,critical
SUP-1009,3,Germany,0.1,Europe,33161,0.61,True,True,False,73,1.5,0.15,25,0.09,0.93,True,0.84,False,2,12,0.6,-0.23,0.13,0.37,0.24,False,True,False,22.8,low
SUP-1010,3,Mexico,0.59,Americas,43777,0.68,False,False,False,56,4.1,0.17,8,0.1,0.91,True,0.88,False,1,3,0.12,-0.38,0.31,0.27,0.3,True,False,False,26.8,moderate
SUP-1011,1,Italy,0.16,Europe,408294,0.59,True,True,True,26,6.5,0.37,12,0.19,0.67,True,0.71,True,0,12,1.0,0.28,0.14,0.23,0.22,False,False,False,33.95,moderate
SUP-1012,2,Canada,0.11,Americas,58044,0.51,False,False,False,48,1.6,0.08,11,0.04,0.72,True,0.73,False,2,18,0.79,-0.05,0.19,0.65,0.11,False,False,False,14.05,low
SUP-1013,1,Germany,0.11,Europe,174307,0.83,True,True,False,16,1.7,0.13,25,0.03,0.68,True,0.55,False,3,18,0.71,-0.22,0.11,0.38,0.2,True,True,False,26.1,moderate
SUP-1014,2,Italy,0.5,Europe,54189,1.0,False,False,False,29,7.1,0.27,10,0.05,0.2,False,0.33,True,0,36,0.91,-0.48,0.37,0.75,0.27,False,False,False,75.7,critical
SUP-1015,1,China,0.73,Asia,444908,1.0,False,False,True,11,13.3,0.51,4,0.24,0.91,True,0.56,False,2,12,0.71,0.32,0.8,0.45,0.9,False,False,True,52.35,high
SUP-1016,1,Mexico,0.45,Americas,478666,0.8,True,True,True,15,5.4,0.18,29,0.07,1.0,True,0.24,False,3,12,0.92,-0.25,0.18,0.21,0.36,False,False,False,21.55,low
SUP-1017,2,USA,0.05,Americas,111372,0.93,True,True,False,18,3.4,0.17,13,0.09,0.45,True,0.54,False,4,6,0.4,0.06,0.34,0.11,0.24,False,True,False,27.2,moderate
SUP-1018,1,China,0.61,Asia,281243,0.87,True,True,False,22,6.1,0.35,29,0.08,0.74,True,0.73,True,0,3,0.8,-0.2,0.58,0.24,0.78,False,False,False,51.15,high
SUP-1019,1,UK,0.1,Europe,461598,0.43,False,False,True,23,2.1,0.17,24,0.05,0.54,True,0.33,False,2,18,0.81,0.45,0.29,0.1,0.15,False,False,False,11.55,low
SUP-1020,2,South Korea,0.14,Asia,149383,0.87,False,False,True,53,6.4,0.26,24,0.15,0.83,True,0.39,False,4,36,0.61,-0.1,0.52,0.33,0.14,False,False,True,31.7,moderate
SUP-1021,1,China,0.69,Asia,328914,0.47,False,False,True,11,5.4,0.51,24,0.12,0.69,False,0.6,True,0,12,0.58,0.31,0.32,0.38,0.71,False,False,True,80.3,critical
SUP-1022,3,Germany,0.15,Europe,20350,0.89,True,True,False,51,0.8,0.04,6,0.01,0.85,True,0.57,False,4,3,0.3,-0.21,0.42,0.5,0.16,False,False,False,13.95,low
SUP-1023,2,Germany,0.11,Europe,111980,0.75,True,True,False,29,1.5,0.07,18,0.02,0.36,False,0.7,False,5,24,0.4,-0.28,0.37,0.58,0.24,False,True,False,50.7,high
SUP-1024,2,Netherlands,0.16,Europe,132577,0.48,False,False,False,17,2.4,0.15,10,0.05,0.35,False,0.39,False,1,3,0.74,-0.1,0.23,0.51,0.27,False,True,False,51.2,high
SUP-1025,1,Netherlands,0.15,Europe,456966,0.86,False,False,True,8,1.9,0.18,17,0.06,0.62,True,1.0,False,4,3,0.25,-0.48,0.09,0.08,0.17,True,False,False,19.75,low
SUP-1026,1,Ireland,0.1,Europe,229442,0.91,True,True,True,11,0.4,0.01,6,0.01,0.2,True,0.57,False,3,6,0.17,0.72,0.24,0.32,0.11,False,False,False,10.55,low
SUP-1027,2,Italy,0.23,Europe,141642,0.85,True,True,True,33,2.9,0.29,11,0.16,0.46,True,0.5,False,4,18,0.69,0.44,0.17,0.26,0.16,False,False,False,18.5,low
SUP-1028,3,China,0.69,Asia,49650,0.48,True,True,True,57,5.3,0.18,19,0.04,0.57,True,0.17,False,1,6,0.77,-0.17,0.68,0.32,0.78,False,False,False,37.1,moderate
SUP-1029,2,Mexico,0.48,Americas,99812,0.48,True,True,True,56,9.9,0.45,27,0.27,0.32,True,1.0,True,0,6,0.54,0.09,0.37,0.28,0.27,False,False,False,52.45,high
SUP-1030,2,Germany,0.11,Europe,87387,0.8,True,True,True,37,0.1,0.01,30,0.0,0.4,True,0.86,False,5,36,0.32,-0.24,0.23,0.04,0.14,False,False,False,15.9,low
SUP-1031,2,China,0.65,Asia,64032,0.63,False,False,False,40,6.5,0.3,12,0.09,0.6,True,0.76,False,1,3,0.84,-0.17,0.41,0.76,0.57,False,False,True,50.65,high
SUP-1032,1,Brazil,0.47,Americas,423752,0.85,False,False,False,23,14.5,0.5,9,0.28,0.76,True,0.36,True,0,18,0.4,-0.48,0.29,0.4,0.46,True,False,False,55.8,high
SUP-1033,1,India,0.45,Asia,206299,0.82,False,False,False,25,3.6,0.21,14,0.06,0.84,True,0.42,False,3,36,0.67,0.28,0.76,0.15,0.17,False,False,False,20.0,low
SUP-1034,3,Canada,0.07,Americas,49565,0.7,True,True,True,38,4.1,0.14,10,0.07,0.9,True,0.87,True,0,24,0.42,0.04,0.22,0.12,0.29,False,False,False,25.5,moderate
SUP-1035,1,South Korea,0.28,Asia,426687,0.74,True,True,False,7,9.9,0.36,26,0.15,0.55,True,0.58,False,4,6,0.67,-0.75,0.68,0.6,0.52,True,True,False,51.0,high
SUP-1036,2,Italy,0.22,Europe,106874,0.6,False,False,False,49,6.6,0.26,16,0.16,0.84,True,0.75,False,2,24,0.21,0.78,0.36,0.57,0.2,False,False,True,25.15,moderate
SUP-1037,1,Mexico,0.51,Americas,345484,0.44,True,True,True,12,13.2,0.51,6,0.13,0.87,True,0.94,True,0,3,0.18,-0.66,0.19,0.47,0.45,True,False,False,56.1,high
SUP-1038,1,Japan,0.2,Asia,463041,0.66,False,False,True,14,6.5,0.3,25,0.11,0.45,False,0.94,False,1,6,0.68,-0.5,0.87,0.24,0.24,True,False,False,51.25,high
SUP-1039,3,USA,0.13,Americas,12092,0.95,True,True,False,78,1.1,0.09,9,0.03,0.41,True,0.7,False,4,6,0.38,0.23,0.12,0.49,0.06,False,False,False,14.85,low
SUP-1040,2,USA,0.09,Americas,55142,0.46,True,True,True,48,0.8,0.06,8,0.02,0.37,True,0.59,True,0,18,0.47,-0.3,0.4,0.2,0.12,True,False,False,34.45,moderate
SUP-1041,2,France,0.18,Europe,134947,0.79,True,True,True,56,1.6,0.07,17,0.02,0.26,True,0.63,False,3,12,0.31,-0.81,0.15,0.05,0.08,True,False,False,26.4,moderate
SUP-1042,3,France,0.3,Europe,32110,0.95,True,True,False,83,2.2,0.28,15,0.01,0.2,True,0.42,True,0,36,0.89,0.23,0.26,0.13,0.39,False,True,False,51.3,high
SUP-1043,2,Germany,0.13,Europe,46868,0.42,True,True,True,35,0.9,0.03,29,0.01,0.44,True,0.23,False,4,6,0.16,-0.12,0.22,0.48,0.21,False,False,False,17.8,low
SUP-1044,2,Mexico,0.52,Americas,49941,0.6,False,False,True,25,12.2,0.55,21,0.24,0.73,False,0.98,True,0,6,0.93,-0.65,0.28,0.17,0.56,True,False,False,76.1,critical
SUP-1045,3,South Korea,0.41,Asia,45917,0.86,False,False,False,71,4.7,0.18,6,0.03,0.35,False,0.32,True,0,36,0.17,0.12,0.8,0.75,0.6,False,True,False,76.45,critical
SUP-1046,2,Japan,0.14,Asia,91921,0.59,False,False,False,45,1.5,0.08,15,0.02,0.99,True,0.29,False,1,12,0.88,-0.34,0.49,0.15,0.32,True,False,True,25.5,moderate
SUP-1047,3,China,0.75,Asia,37659,0.79,False,False,False,75,10.1,0.55,6,0.09,0.66,False,0.55,False,2,6,0.64,0.0,0.74,0.59,0.79,False,False,True,76.75,critical
SUP-1048,3,Switzerland,0.05,Europe,56357,0.89,True,True,False,43,2.4,0.16,21,0.06,0.44,True,0.57,False,3,12,0.33,0.27,0.13,0.16,0.14,False,True,False,23.25,low
SUP-1049,3,Ireland,0.05,Europe,47785,0.9,True,True,False,65,1.9,0.08,13,0.04,0.7,False,0.18,False,5,36,0.62,-0.21,0.3,0.35,0.19,False,False,False,32.35,moderate
SUP-1050,1,India,0.46,Asia,325383,0.45,True,True,False,13,3.6,0.19,20,0.08,0.81,True,0.15,False,4,18,0.83,-0.37,0.51,0.77,0.43,True,False,False,29.9,moderate
SUP-1051,3,Canada,0.09,Americas,45104,0.57,False,False,False,87,1.9,0.07,12,0.02,0.35,True,0.95,True,0,36,0.99,0.21,0.28,0.56,0.44,False,False,False,33.2,moderate
SUP-1052,1,South Korea,0.15,Asia,460339,0.78,False,False,True,12,9.2,0.3,15,0.06,0.9,True,0.97,False,1,3,0.92,0.76,0.39,0.68,0.52,False,False,True,27.45,moderate
SUP-1053,2,Brazil,0.49,Americas,83906,0.98,False,False,False,58,7.8,0.46,14,0.2,0.53,True,0.44,False,1,36,0.17,0.71,0.27,0.6,0.4,False,True,True,51.2,high
SUP-1054,1,Italy,0.3,Europe,251687,0.71,True,True,True,12,7.7,0.4,13,0.06,0.21,False,0.91,True,0,3,0.92,-0.6,0.52,0.53,0.43,True,False,False,76.1,critical
SUP-1055,2,China,0.63,Asia,73972,0.67,False,False,True,30,12.0,0.57,5,0.13,0.66,False,0.21,True,0,6,0.52,-0.41,0.69,0.63,0.53,True,False,True,93.45,critical
SUP-1056,2,Italy,0.19,Europe,46630,0.49,False,False,False,17,2.4,0.11,12,0.05,0.82,True,0.87,False,4,3,0.77,-0.61,0.26,0.55,0.1,True,False,True,32.55,moderate
SUP-1057,2,China,0.72,Asia,126589,0.65,True,True,False,43,4.3,0.24,9,0.08,0.7,True,0.56,False,5,3,0.67,-0.3,0.35,0.29,0.61,True,False,False,35.1,moderate
SUP-1058,1,India,0.45,Asia,179542,0.71,False,False,True,14,7.5,0.44,14,0.13,0.66,True,0.47,False,3,18,0.66,-0.5700000000000001,0.53,0.6,0.23999999999999996,True,False,True,51.2,high
SUP-1059,3,Germany,0.12,Europe,27949,0.65,True,True,True,79,1.6,0.08,7,0.03,0.98,True,0.49,False,5,18,0.19,0.46,0.17,0.47,0.17,False,False,False,4.55,low
SUP-1060,3,Germany,0.12,Europe,19865,1.0,False,False,True,33,1.5,0.15,11,0.03,0.25,False,0.85,True,0,3,0.76,-0.73,0.43,0.64,0.29,True,False,True,76.5,critical
SUP-1061,3,UK,0.16,Europe,40122,0.88,True,True,True,70,4.3,0.17,30,0.09,0.88,True,0.1,False,2,6,0.53,0.08,0.37,0.1,0.23,False,False,False,13.25,low
SUP-1062,1,India,0.44,Asia,435757,0.45,False,False,True,15,12.8,0.54,14,0.11,0.36,False,0.71,True,0,36,0.61,-0.44,0.59,0.64,0.3,True,False,False,80.65,critical
SUP-1063,1,UK,0.13,Europe,350745,0.42,True,True,True,29,2.5,0.17,7,0.06,0.66,True,0.35,True,0,3,0.33,-0.34,0.36,0.17,0.12,True,False,False,34.0,moderate
SUP-1064,2,USA,0.08,Americas,60257,0.77,True,True,True,43,5.2,0.18,8,0.08,0.47,False,0.86,False,3,12,0.47,0.2,0.21,0.35,0.19,False,False,False,35.5,moderate
SUP-1065,2,China,0.83,Asia,98401,0.59,False,False,False,43,5.9,0.47,17,0.21,0.23,True,0.44,False,3,24,0.77,-0.34,0.69,0.56,0.79,False,True,True,76.1,critical
SUP-1066,2,USA,0.08,Americas,86861,0.69,True,True,False,15,0.4,0.04,17,0.02,0.6,True,0.69,False,5,18,0.71,-0.68,0.16,0.64,0.14,True,True,False,30.1,moderate
SUP-1067,1,India,0.43,Asia,346365,0.73,True,True,True,21,8.0,0.38,25,0.2,0.88,True,0.65,False,2,3,0.86,0.29,0.78,0.38,0.4,False,False,False,26.9,moderate
SUP-1068,1,Brazil,0.52,Americas,286989,0.73,False,False,False,17,4.0,0.22,4,0.04,0.84,True,0.27,False,1,24,0.59,0.41,0.15,0.62,0.47,False,False,False,21.3,low
SUP-1069,2,South Korea,0.16,Asia,145835,0.59,True,True,True,43,4.4,0.19,6,0.05,0.9,False,0.13,False,3,36,0.38,-0.25,0.34,0.56,0.11,True,False,False,36.25,moderate
SUP-1070,3,Japan,0.13,Asia,44937,0.99,True,True,False,57,3.5,0.19,13,0.1,0.45,True,0.33,False,1,18,0.53,0.74,0.74,0.53,0.12,False,False,False,15.95,low
SUP-1071,1,Japan,0.24,Asia,308176,0.61,False,False,True,8,4.6,0.18,27,0.04,0.21,True,0.38,True,0,24,0.19,-0.24,0.9,0.77,0.41,False,False,False,50.35,high
SUP-1072,3,Japan,0.12,Asia,22024,0.75,True,True,True,38,3.7,0.13,11,0.03,0.8,False,0.48,False,3,18,0.66,-0.27,0.58,0.43,0.3,False,False,False,37.1,moderate
SUP-1073,1,Canada,0.3,Americas,286390,0.55,True,True,True,12,3.5,0.23,26,0.06,0.43,False,0.4,False,2,6,0.11,-0.44,0.47,0.52,0.66,True,False,False,51.55,high
SUP-1074,2,Singapore,0.16,Asia,79773,0.66,False,False,False,21,0.2,0.01,9,0.01,0.82,True,0.34,False,3,3,0.92,0.03,0.44,0.72,0.47,False,False,True,26.05,moderate
SUP-1075,3,China,0.65,Asia,24556,0.45,True,True,True,51,7.1,0.27,22,0.09,0.9,True,0.79,False,3,12,0.84,-0.02,0.35,0.07,0.82,False,False,False,29.85,moderate
SUP-1076,2,Germany,0.16,Europe,52193,0.78,True,True,True,41,7.5,0.27,27,0.08,0.23,False,0.64,False,2,24,0.56,-0.47,0.4,0.34,0.19,True,False,False,51.25,high
SUP-1077,3,Australia,0.1,Pacific,20430,0.9,False,False,False,89,2.4,0.12,15,0.07,0.73,True,0.4,False,4,18,0.61,-0.22,0.41,0.59,0.19,False,False,True,29.8,moderate
SUP-1078,1,UAE,0.33,Middle East,321192,0.58,True,True,False,27,10.9,0.4,12,0.2,0.81,True,0.74,False,5,6,0.84,-0.77,0.2,0.18,0.56,True,False,False,35.3,moderate
SUP-1079,1,Switzerland,0.04,Europe,177427,0.82,True,True,True,11,0.2,0.02,19,0.01,0.23,True,0.53,True,0,36,0.94,-0.01,0.3,0.09,0.23,False,False,False,31.05,moderate
SUP-1080,1,Germany,0.16,Europe,231336,0.88,False,False,False,23,3.6,0.15,11,0.04,0.65,True,0.4,False,4,24,0.15,0.01,0.17,0.2,0.23,False,False,False,16.15,low
SUP-1081,2,USA,0.1,Americas,98985,0.85,False,False,True,22,2.3,0.08,23,0.02,0.95,True,0.78,True,0,6,0.79,-0.31,0.27,0.24,0.15,True,False,False,26.9,moderate
SUP-1082,1,Italy,0.28,Europe,326742,0.84,True,True,True,10,6.0,0.36,6,0.09,0.4,False,0.3,False,5,18,0.49,-0.46,0.24,0.23,0.29,True,False,False,51.2,high
SUP-1083,1,Germany,0.09,Europe,173499,0.97,True,True,False,13,4.0,0.17,18,0.09,0.91,True,0.41,False,3,36,0.75,-0.46,0.18,0.07,0.15,True,False,False,15.15,low
SUP-1084,2,Switzerland,0.04,Europe,85553,0.78,True,True,True,34,2.9,0.12,17,0.04,0.7,True,0.36,False,3,24,0.91,-0.1,0.18,0.36,0.06,False,False,False,13.15,low
SUP-1085,2,Germany,0.07,Europe,83671,0.88,True,True,True,31,1.5,0.06,17,0.03,0.25,True,0.38,False,5,24,0.54,-0.29,0.22,0.47,0.11,False,False,False,21.5,low
SUP-1086,1,Mexico,0.57,Americas,354542,0.48,False,False,False,14,8.9,0.39,18,0.1,0.25,True,0.89,True,0,3,0.9,0.52,0.38,0.27,0.51,False,False,False,50.5,high
SUP-1087,2,China,0.75,Asia,141540,0.62,False,False,True,30,4.8,0.18,27,0.05,0.37,True,0.86,True,0,24,0.82,-0.9,0.79,0.29,0.81,True,False,True,75.9,critical
SUP-1088,1,Italy,0.36,Europe,452453,0.81,True,True,False,25,14.3,0.58,30,0.1,0.79,False,0.83,True,0,18,0.96,-0.64,0.52,0.64,0.25,True,False,False,75.55,critical
SUP-1089,1,South Korea,0.18,Asia,481109,0.85,False,False,True,21,2.6,0.17,25,0.06,0.54,True,0.33,True,0,18,0.51,0.03,0.44,0.59,0.44,False,False,False,37.25,moderate
SUP-1090,2,Netherlands,0.06,Europe,51092,0.84,True,True,True,47,1.5,0.09,24,0.05,1.0,True,0.13,False,2,12,0.55,0.41,0.2,0.04,0.14,False,False,False,1.55,low
SUP-1091,2,Brazil,0.7,Americas,85194,0.82,False,False,False,19,9.6,0.5,15,0.12,0.21,True,0.74,False,3,3,0.97,0.61,0.49,0.25,0.27,False,False,True,51.6,high
SUP-1092,1,Japan,0.05,Asia,259324,0.48,True,True,False,11,1.6,0.06,7,0.02,0.46,True,0.81,False,2,18,0.12,0.11,0.47,0.7,0.39,False,False,False,17.8,low
SUP-1093,3,Mexico,0.57,Americas,24249,0.88,True,True,True,50,6.1,0.34,29,0.07,0.2,False,0.72,True,0,6,0.55,-0.31,0.34,0.73,0.24,False,False,False,75.9,critical
SUP-1094,1,South Korea,0.2,Asia,260553,0.53,False,False,False,16,2.1,0.12,4,0.07,0.68,True,0.18,False,4,18,0.84,0.21,0.58,0.15,0.31,False,False,True,27.35,moderate
SUP-1095,2,India,0.53,Asia,94753,0.98,True,True,False,48,7.6,0.63,13,0.3,0.2,True,0.37,False,4,12,0.53,-0.54,0.76,0.43,0.19,True,False,False,51.3,high
SUP-1096,3,Mexico,0.49,Americas,35004,0.62,False,False,False,87,3.9,0.26,26,0.13,0.98,True,0.54,True,0,6,0.39,0.13,0.11,0.64,0.11,False,False,False,35.25,moderate
SUP-1097,1,UK,0.16,Europe,319778,0.44,False,False,True,15,4.7,0.17,18,0.1,0.83,True,0.13,False,1,6,0.17,0.39,0.1,0.61,0.12,False,False,False,11.75,low
SUP-1098,1,India,0.44,Asia,234327,0.73,False,False,False,26,7.4,0.57,28,0.15,0.73,True,0.77,False,3,24,0.75,0.6,0.43,0.71,0.37,False,True,True,51.5,high
SUP-1099,2,China,0.73,Asia,127207,0.97,True,True,True,30,3.3,0.29,29,0.12,0.79,True,0.14,False,5,6,0.53,-0.3,0.53,0.25,0.81,True,False,False,36.15,moderate
SUP-1100,3,USA,0.14,Americas,10083,0.5,True,True,False,79,4.0,0.25,13,0.09,0.51,False,0.11,False,1,3,0.27,-0.13,0.25,0.45,0.32,False,True,False,51.55,high
SUP-1101,1,China,0.75,Asia,426137,0.84,False,False,True,11,11.2,0.62,8,0.3,0.20000000000000004,True,0.1,False,2,6,0.78,-0.81,0.72,0.8,0.68,True,False,True,76.1,critical
SUP-1102,1,India,0.46,Asia,304704,0.58,False,False,False,10,9.2,0.47,24,0.22,0.87,True,0.29,False,3,6,0.88,0.6,0.53,0.52,0.4,False,False,False,26.4,moderate
SUP-1103,1,UK,0.22,Europe,131699,0.69,False,False,False,10,4.6,0.22,10,0.1,0.5,True,0.3,True,0,6,0.52,-0.08,0.29,0.38,0.29,False,False,True,51.2,high
SUP-1104,3,India,0.49,Asia,59106,0.67,True,True,True,66,4.8,0.27,15,0.11,0.79,True,0.85,False,2,36,0.62,0.74,0.36,0.7,0.26,False,False,False,19.95,low
SUP-1105,3,India,0.41,Asia,58558,0.78,True,True,True,66,11.2,0.4,26,0.14,1.0,True,0.23,False,2,6,0.8,-0.56,0.47,0.11,0.37,True,False,False,32.15,moderate
SUP-1106,2,Canada,0.08,Americas,89777,0.59,False,False,True,39,2.2,0.11,8,0.06,0.37,True,0.72,False,2,18,0.55,-0.77,0.34,0.28,0.35,True,False,False,26.9,moderate
SUP-1107,1,China,0.76,Asia,120450,0.92,False,False,False,21,7.9,0.59,5,0.23,0.41,True,0.21,True,0,3,0.92,0.08,0.6,0.64,0.68,False,False,True,75.6,critical
SUP-1108,2,Italy,0.41,Europe,52938,0.86,False,False,True,25,5.9,0.4,25,0.09,0.21,True,0.95,False,3,24,0.85,-0.34,0.35,0.42,0.3,False,False,True,51.75,high
SUP-1109,2,Switzerland,0.06,Europe,144590,0.69,True,True,False,49,1.5,0.05,19,0.01,0.52,False,0.91,True,0,24,0.85,-0.5,0.12,0.12,0.22,True,False,False,50.45,high
SUP-1110,2,Japan,0.22,Asia,103571,1.0,False,False,True,30,4.9,0.26,5,0.03,0.46,False,0.47,False,4,36,0.89,-0.67,0.73,0.2,0.28,True,False,False,50.9,high
SUP-1111,3,China,0.87,Asia,13701,0.58,True,True,False,30,7.1,0.3,26,0.11,0.3,True,0.68,False,3,36,0.66,-0.38,0.67,0.57,0.82,False,False,False,51.55,high
SUP-1112,1,Ireland,0.12,Europe,277649,0.67,False,False,True,13,1.1,0.04,30,0.02,0.52,True,0.6,False,1,18,0.49,0.67,0.1,0.43,0.23,False,False,False,8.05,low
SUP-1113,2,China,0.65,Asia,115272,0.85,True,True,True,37,5.3,0.31,11,0.14,0.72,True,0.69,False,5,12,0.69,0.26,0.34,0.49,0.81,False,False,False,31.65,moderate
SUP-1114,1,France,0.11,Europe,407869,0.73,False,False,False,19,1.4,0.07,14,0.03,0.34,True,0.14,False,1,18,0.58,0.67,0.36,0.44,0.17,False,False,True,24.35,low
SUP-1115,2,USA,0.12,Americas,130674,0.8,False,False,True,50,2.6,0.17,21,0.06,0.43,False,0.14,False,5,36,0.79,0.52,0.34,0.72,0.06,False,False,False,34.05,moderate
SUP-1116,2,Australia,0.11,Pacific,80860,0.99,True,True,True,27,1.9,0.12,21,0.03,0.7,True,0.85,True,0,3,0.16,0.31,0.12,0.17,0.11,False,False,False,23.95,low
SUP-1117,2,USA,0.07,Americas,89260,0.89,True,True,False,31,2.7,0.14,25,0.05,0.92,True,0.16,True,0,12,0.23,-0.49,0.22,0.26,0.14,True,False,False,29.75,moderate
